37.1 36.2 37.3 40.2 41.4 37.2 36.1 
67.88 0 105.672 118.428 128.976 117.956 119.343 
79.84 131.138 0 169.054 192.285 178.205 164.908 
92.66 152.942 192.643 0 237.802 246.582 223.432 
105.22 174.481 222.628 258.142 0 282.233 285.591
94.82 157.381 222.228 266.166 294.386 0 294.667 
0 98.304 143.01 191.415 267.113 288.709 0 
