5,9
5,10
3,10
3,7
6,7
6,4
8,4
8,3
10,3
10,6
13,6
13,9
16,9
13,10
12,10
12,13
16,10
15,10
15,12
13,12
17,10
17,11
16,11
13,15
15,15
15,13
17,13
19,13
17,15
15,16
13,16
12,16
12,18
12,19
13,19
10,18
10,16
10,15
9,16
9,13
6,13
6,10
8,10
9,9
12,9
12,7
9,7
9,6
8,6
9,10
