0.00    68.67    71.07    68.05    96.43    78.18    77.14 
68.91    70.77    72.67    70.15    98.33    80.28    79.24 
71.61    73.27    75.67    72.95   100.93    83.08    82.14 
66.91    68.67    71.07    67.95    96.43    78.18    77.14 
112.54   114.26   116.34   112.94   131.73   121.61   112.64 
79.14    80.66    82.54    78.84   107.38    87.91    86.31 
77.14    78.66    80.74    77.14   105.38    85.91    84.31 
