0.00     1.68     0.00     0.00     0.00     0.00     0.00
2.10     3.68     8.20     1.90    30.96     3.60     1.70
4.40     9.00    11.80    12.45    53.83    26.49    24.31
0.00     4.50     9.44     7.55    68.88    36.05    34.45
36.20    61.17    79.07    86.10   104.48   103.69    76.38
2.00    26.87    45.07    52.70    85.49    70.39    68.67
0.00    24.77    43.07    50.60    83.59    68.39    66.87

